,review_text,rating,book_genre,doc
188,"Solid with a few incredibly tense scenes. The actual story itself and most of the characters are pretty generic. how many of these mysteries use the old, white, state Senator as the bad guy? It's like all of them I think. As soon as you hear ""senator"" you know everything besides a few details. The mix of the setting and the lead protagonists is what makes it bearable. There are a couple of scenes between the white cops and a black farmer that are great(and have absolutely no parallel to today, right?) The Dunlow character is just plain lazy generic racist cop though. Don't expect to have your mind blown after about the halfway point you get it.",3,history,"['solid', 'incredibly', 'tense', 'scene', 'actual', 'story', 'character', 'pretty', 'generic', 'mystery', 'use', 'old', 'white', 'state', 'senator', 'bad_guy', 'like', 'think', 'soon', 'hear', 'senator', 'know', 'detail', 'mix', 'setting', 'lead', 'protagonist', 'make', 'bearable', 'couple', 'scene', 'white', 'cop', 'black', 'farmer', 'absolutely', 'parallel', 'today', 'right', 'dunlow', 'character', 'plain', 'lazy', 'generic', 'racist', 'cop', 'expect', 'mind_blow', 'halfway', 'point']"
189,"3.5 Stars - Great book. It took me a few chapters to get into the story and the characters - just about everything. The opening is fine but that's it, just fine. I wasn't pulled into the story in any way. Mediocre may be too strong of a word for the first three to four chapters but it definitely teeters on mediocre. There are many different ways to draw me into a book but mostly I have to feel some sort of connection to the characters. I didn't feel that in the first few chapters here. Honestly, I don't know why I kept reading but ultimately I'm glad I did. As for the characters, there's not one character that I liked but I didn't necessarily dislike or hate them either (except for Hatsumomo and Mother, those two I despise). Sayuri isn't even that great of a person, and yet I was rooting for her, even through her stupid mistakes. I think part of the problem with the characters is that the situations they're in and the culture they're in are just so different than anything I've read before. I must sadly say that my reading experience tends to be heavy on the Western Hemisphere. I think I need to adapt my reading skills to really appreciate characters from other cultures. I say all that, and that doesn't mean the characters aren't well written. They are impeccably written and I can see that. I just don't like the characters as people. I don't like them but I do respect them, well I respect most of them. Part of the problem is that the whole subject matter was new to me so I was so focused on grasping certain concepts and understanding the Geisha experience/life that I forgot the little things. So much of the character ""issue"" is on me. But some of it is on the author because I'm not that terrible of a reader. One of the good things about the characters were their complex backstories and that for most of them, I could sympathize or at least understand why they were the way they were. For instance, Sayuri's character development is fascinating to watch. Sure, she isn't perfect but who is? I can relate to certain feelings of hers and that helps create a bond between myself and the main character. Though, I did always feel a certain disconnect. I will say that the author created someone, in my opinion, that is purely evil - Hatsumomo. I know her circumstances and life may not have always been kind to her but I'm a firm believer that people have choices. They can't control what happens to them, but they can control how they act. Hatsumomo chose incorrectly. This may be a bit of a stretch but since I just finished Rebecca, I saw some major title characters between the title character and Hatsumomo. Both absolutely beautiful bitches that could fool people into believe they were better people than they actually were - less for for Hatsumomo at the end of the book though. The writing is fine and really plays to the scenes. By that I mean that when the author needs to be descriptive he uses beautiful, flowery language and when he needs to be more concise he molds his words to do just that. The author really knows how to form phrases and sentences and so on to create scenes. My main issue is that he doesn't know how to break-up paragraphs. If I was taught anything in school, it's that you can't let a paragraph go on for too long because you lose your reader and this book certainly proves that point. It was straining on my eyes and I eventually had to go back over and read some of those arduous passages again. I thought the ending came up very fast. That is to say, that when Sayuri and the Chairman finally ""got together"" there were only a few chapters left. And that was even cut short because of Sayuri's move to New York. I understand that this book is supposed to focus on her life as a Geisha, but I still felt short-changed. When I finished, I can't say I felt satisfied. It appears that Sayuri is happy, or at least content, with where life eventually brought here but I wasn't satisfied as a reader. That's probably because I wanted Sayuri and the Chairman to be together forever, as the cliche goes (even though I never got of the ridiculous age difference. Creeps me out a little)  but even as I write it I know that's just not how the Geisha culture is. Overall, I can happily recommend this book. It's a great book and even though I'm not sure I actually liked it I appreciated it and the storyline.",4,history,"['star', 'great', 'book', 'take', 'chapter', 'story', 'character', 'opening', 'fine', 'fine', 'pull', 'story', 'way', 'mediocre', 'strong', 'word', 'chapter', 'definitely', 'teeter', 'mediocre', 'different', 'way', 'draw', 'book', 'feel', 'sort', 'connection', 'character', 'feel', 'chapter', 'honestly', 'know', 'keep', 'read', 'ultimately', 'glad', 'character', 'character', 'like', 'necessarily', 'dislike', 'hate', 'hatsumomo', 'mother', 'despise', 'sayuri', 'great', 'person', 'root', 'stupid', 'mistake', 'think', 'problem', 'character', 'situation', 'culture', 'different', 'read', 'sadly', 'reading', 'experience', 'tend', 'heavy', 'western', 'hemisphere', 'think', 'need', 'adapt', 'reading', 'skill', 'appreciate', 'character', 'culture', 'mean', 'character', 'write', 'impeccably', 'write', 'like', 'character', 'people', 'like', 'respect', 'respect', 'problem', 'subject_matter', 'new', 'focused', 'grasp', 'certain', 'concept', 'understand', 'geisha', 'experience', 'life', 'forget', 'little', 'thing', 'character', 'issue', 'author', 'terrible', 'reader', 'good', 'thing', 'character', 'complex', 'backstorie', 'sympathize', 'understand', 'way', 'instance', 'sayuri', 'character_development', 'fascinating', 'watch', 'sure', 'perfect', 'relate', 'certain', 'feeling', 'help', 'create', 'bond', 'main_character', 'feel', 'certain', 'disconnect', 'author', 'create', 'opinion', 'purely', 'evil', 'hatsumomo', 'know', 'circumstance', 'life', 'kind', 'firm', 'believer', 'people', 'choice', 'control', 'happen', 'control', 'act', 'hatsumomo', 'choose', 'incorrectly', 'bit', 'stretch', 'finish', 'rebecca', 'see', 'major', 'title', 'character', 'title', 'character', 'hatsumomo', 'absolutely', 'beautiful', 'bitch', 'fool', 'people', 'believe', 'well', 'people', 'actually', 'hatsumomo', 'end', 'book', 'writing', 'fine', 'play', 'scene', 'mean', 'author', 'need', 'descriptive', 'use', 'beautiful', 'flowery', 'language', 'need', 'concise', 'mold', 'word', 'author', 'know', 'form', 'phrase', 'sentence', 'create', 'scene', 'main', 'issue', 'know', 'break', 'paragraph', 'teach', 'school', 'let', 'paragraph', 'long', 'lose', 'reader', 'book', 'certainly', 'prove', 'point', 'strain', 'eye', 'eventually', 'read', 'arduous', 'passage', 'think', 'ending', 'come', 'fast', 'sayuri', 'chairman', 'finally', 'get', 'chapter', 'leave', 'cut', 'short', 'sayuri', 'new_york', 'understand', 'book', 'suppose', 'focus', 'life', 'geisha', 'feel', 'short', 'change', 'finish', 'feel', 'satisfied', 'appear', 'sayuri', 'happy', 'content', 'life', 'eventually', 'bring', 'satisfied', 'reader', 'probably', 'want', 'sayuri', 'chairman', 'forever', 'cliche', 'go', 'get', 'ridiculous', 'age', 'difference', 'creep', 'little', 'write', 'know', 'geisha', 'culture', 'overall', 'happily', 'recommend', 'book', 'great', 'book', 'sure', 'actually', 'like', 'appreciate', 'storyline']"
190,"Potential Spoilers!! Unless you are some kind saint, this book will PISS YOU OFF=( I loved how this story was going up until the last 100 pages or so, then it just fell to pieces and left me saying ""Huh?"" after every turn of the page. The Heroine acknowledges that she loves the hero and even feels really sorry for him, yet she goes on and on determined to get her revenge on him through an elaborate public humiliation. ""Oh, I love you terribly and know you've been mistreated, but I simply MUST destroy your life anyway."" WTF? It's like she has some kind of personality disorder or cognitive dissonance. Then, she changes her mind when he apologizes by telling her--wait for it!! !--everything she already knew! Wow. You just up and decide to change your mind because he laid it out neatly? What a moron. Then, the villain. Good grief. I don't know if this is an English thing or what (since Balogh is from Whales), but this whole ""turn the other cheek"" thing really should have its limits. I was so frustrated with how the villain was just getting off that I felt almost physically ill. <> The Hero was falsely accused of rape years ago, thus completely destroying his life. The poor guy had to flee the country and live in exile for 9 years. And why? Because the woman who accused him was a lesbian and would do anything to avoid getting married. Oh! That makes it okay! Yes, let's all just forgive her for something that quite possibly could have gotten an innocent man killed just because she was too much of a coward to refuse marriage on her own. Instead, she had to destroy an innocent man who had nothing to do with her personal problems. And the other characters are all like ""It was nine years ago. You need to forgive. Don't fill yourself with bitterness...."" Unbelievable! People say that hatred is a poison, but you know what else is a poison? Having the entire world brush off the fact that you have been betrayed and having to listen to them tell you to get over it. That will shrivel a person's heart to nothing. I was reminded of one of Balogh's earlier novels - Lord Carew's Bride - in which the terrible villain gets what's coming to him by being beaten to a near pulp. THAT is satisfying. THAT is reality. Not this sentimental ""turn the other cheek"" crap that does not work with normal people. We are not saints, and neither are realistic characters in novels. =(",2,history,"['potential', 'spoiler', 'kind', 'saint', 'book', 'piss', 'love', 'story', 'go', 'page', 'fall', 'piece', 'leave', 'say', 'huh', 'turn', 'page', 'heroine', 'acknowledge', 'love', 'hero', 'feel', 'sorry', 'go', 'determined', 'revenge', 'elaborate', 'public', 'humiliation', 'oh', 'love', 'terribly', 'know', 'mistreat', 'simply', 'destroy', 'life', 'wtf', 'like', 'kind', 'personality', 'disorder', 'cognitive', 'dissonance', 'change', 'mind', 'apologize', 'tell', 'wait', 'know', 'wow', 'decide', 'change', 'mind', 'lay', 'neatly', 'moron', 'villain', 'good', 'grief', 'know', 'english', 'thing', 'balogh', 'whales', 'turn', 'cheek', 'thing', 'limit', 'frustrated', 'villain', 'get', 'feel', 'physically', 'ill', 'hero', 'falsely', 'accuse', 'rape', 'year_ago', 'completely', 'destroy', 'life', 'poor', 'guy', 'flee', 'country', 'live', 'exile', 'year', 'woman', 'accuse', 'lesbian', 'avoid', 'getting_marry', 'oh', 'make', 'okay', 'yes', 'let', 'forgive', 'possibly', 'get', 'innocent', 'man', 'kill', 'coward', 'refuse', 'marriage', 'instead', 'destroy', 'innocent', 'man', 'personal', 'problem', 'character', 'like', 'year_ago', 'need', 'forgive', 'fill', 'bitterness', 'unbelievable', 'people', 'hatred', 'poison', 'know', 'poison', 'have', 'entire', 'world', 'brush', 'fact', 'betray', 'have', 'listen', 'tell', 'shrivel', 'person', 'heart', 'remind', 'balogh', 'early', 'novel', 'lord', 'carew', 'bride', 'terrible', 'villain', 'get', 'come', 'beat', 'near', 'pulp', 'satisfying', 'reality', 'sentimental', 'turn', 'cheek', 'crap', 'work', 'normal', 'people', 'saint', 'realistic', 'character', 'novel']"
191,"I've already fallen in love with the first book in the Turner series, and I'm not even halfway through! Why, oh why, didn't I read it sooner? Why did I get such a wrong impression from the second book? Mark Turner is definitely more interesting in this book than in his own book(the second one: ""Unclaimed"")...HOW? A little bit of spoiler....Ash never suspecting that Margaret could actually bring him down to his knees... the Bam and the Whap.... :D :D :D Ash is literally crumpled on the floor....Oh, how I admire Margaret, and how I love Mark for confounding/tricking PLUS teasing his brother this way! I am grinning right now because of that, and I need to get back to that situation, as I'm currently reading this book and am only on page 85... ^__^ After finishing the whole book, my initial love has faded... Nope, I'm still too much taken with the Brothers Sinister series, no other historical romances can match their stories, apparently. Sigh. 2.75 stars. If I were to give a different rating to it, I would be lying. We can't help liking or less liking something, can we? The way the conflicts were solved near the end, they were ok-ish, but nothing quite surprising as Courtney Milan delivered in her other books. There is one character who I wanted to like so much, but he couldn't be fully redeemed: Richard. Well, I can hope he will change gradually... Having read Ash's and Mark's stories, I'm afraid to expect more for Smite.... It's the last chance. I want to like Smite's story, I really do. Don't get me wrong, I do adore the bond among the Turner brothers, it's just...with Unclaimed and Unveiled, what happened is this---I feel elated at the start, feel good throughout the second part of the journey, then the third portion tends to drag on, and the end comes a bit late, even though the end leaves no loose ties. I just can't connect with the romance as the story comes to the third part, they feel a bit too good and hastened to be real. I connected with the romance initially, but then, after a point, I couldn't connect anymore. It was just too easy. Especially after both Smite and Mark found out... And the way Ash acted after finding out. I'm sure there will be other readers who can connect with the romance till the end of the journey, but I couldn't be one of them(I tried.) For what it's worth, I liked Ash a lot for his bond with his brothers. Now, the only hope left is the last brother, Smite's story and the novellas. I have to reign in my expectations and see what happens.",3,history,"['fall_love', 'book', 'turner', 'series', 'halfway', 'oh', 'read', 'soon', 'wrong', 'impression', 'second', 'book', 'mark', 'turner', 'definitely', 'interesting', 'book', 'second', 'little', 'bit', 'spoiler', 'ash', 'suspect', 'margaret', 'actually', 'bring', 'knee', 'bam', 'whap', 'ash', 'literally', 'crumple', 'floor', 'oh', 'admire', 'margaret', 'love', 'mark', 'confound', 'trick', 'plus', 'tease', 'brother', 'way', 'grin', 'right', 'need', 'situation', 'currently', 'read', 'book', 'page', 'finish', 'book', 'initial', 'love', 'fade', 'nope', 'take', 'brothers', 'sinister', 'series', 'historical', 'romance', 'match', 'story', 'apparently', 'sigh', 'star', 'different', 'rating', 'lie', 'help', 'like', 'like', 'way', 'conflict', 'solve', 'near', 'end', 'ok', 'ish', 'surprising', 'courtney', 'milan', 'deliver', 'book', 'character', 'want', 'like', 'fully', 'redeem', 'richard', 'hope', 'change', 'gradually', 'having', 'read', 'ash', 'mark', 'story', 'afraid', 'expect', 'smite', 'chance', 'want', 'like', 'smite', 'story', 'wrong', 'adore', 'bond', 'turner', 'brother', 'unclaimed', 'unveiled', 'happen', 'feel', 'elated', 'start', 'feel', 'good', 'second', 'journey', 'portion', 'tend', 'drag', 'end', 'come', 'bit', 'late', 'end', 'leave', 'loose', 'tie', 'connect', 'romance', 'story', 'come', 'feel', 'bit', 'good', 'hasten', 'real', 'connect', 'romance', 'initially', 'point', 'connect', 'anymore', 'easy', 'especially', 'smite', 'mark', 'find', 'way', 'ash', 'act', 'find', 'sure', 'reader', 'connect', 'romance', 'till_end', 'journey', 'try', 'worth', 'like', 'ash', 'lot', 'bond', 'brother', 'hope', 'leave', 'brother', 'smite', 'story', 'novella', 'reign', 'expectation', 'happen']"
192,"I think it has the makings of a great trilogy, and it's a pretty good book. Isabel is not on fire for the revolution or for the Tories--she's on fire for whoever can keep her alive. And while that might not make her as conventionally interesting, I think it's a lot more realistic. I think the best thing that Anderson did for Isabel was not having her absolve Lady Seymour for being a ""nice white lady."" As Isabel put it--a person doesn't want to be bought and sold like a basket of eggs, even if the person cracking the shells is nice.",3,history,"['think', 'making', 'great', 'trilogy', 'pretty', 'good', 'book', 'isabel', 'fire', 'revolution', 'tories', 'fire', 'alive', 'conventionally', 'interesting', 'think', 'lot', 'realistic', 'think', 'good', 'thing', 'anderson', 'isabel', 'have', 'absolve', 'lady', 'seymour', 'nice', 'white', 'lady', 'isabel', 'person', 'want', 'buy', 'sell', 'like', 'basket', 'egg', 'person', 'crack', 'shell', 'nice']"
193,"Dear Colin, PLEASE GO FUCK YOURSELF WITH A RUSTY SPOON! Ugh. I was really looking forward to this book. A spinster? A gossip column? A charmer? Yes, please! But, no. Colin was just..... such a dickhead! When he found out about Whistledown his reaction was extremely overblown and ridiculous. And then he's just like MARRY ME RIGHT MEOW. Wut? And Penelope straddled the line between having a spine and not. I mean, she definitely discovered bits of herself along the way but she put Colin on the biggest pedestal in the world and it was grating at times to hear her wax poetic about HOW GREAT HE IS when he was being such an asshole. Blerg. Overall, more disappointed than anything because I really wanted to know more about Penelope. And Colin's ""secret"" was dumb and he acted infantile at times because of it. *** I'd probably give it more stars if I weren't so cranky ***",2,history,"['dear', 'colin', 'fuck', 'rusty', 'spoon', 'ugh', 'look_forward', 'book', 'spinster', 'gossip', 'column', 'charmer', 'yes', 'colin', 'dickhead', 'find', 'whistledown', 'reaction', 'extremely', 'overblown', 'ridiculous', 'like', 'marry', 'right', 'meow', 'wut', 'penelope', 'straddle', 'line', 'have', 'spine', 'mean', 'definitely', 'discover', 'bit', 'way', 'colin', 'big', 'pedestal', 'world', 'grate', 'time', 'hear', 'wax', 'poetic', 'great', 'asshole', 'blerg', 'overall', 'disappointed', 'want', 'know', 'penelope', 'colin', 'secret', 'dumb', 'act', 'infantile', 'time', 'probably', 'star', 'cranky']"
194,"Hmm, this book felt awfully familiar and I can't help but wonder why. Maybe because it was more or less the same damn plot as THIEF OF SHADOWS, book four, in the Maiden Lane series. Oh there were obviously enough differences that it wasn't word for word the same, but ultimately (and literally) it was the same conflict but with new characters who happened to have some differing backstory. I almost convinced myself that Hoyt had to have this story follow Winter's due to the chronological order but like.. two years have elapsed between this book and the previous. So even that excuse doesn't hold water. Neither Godric nor Meg were very compelling characters. Mostly because they were both going through the motions of mourning and feeling guilty over their dead loves as they navigated the strange circumstance of being married years earlier in order to prevent Margaret from the shame of having a baby out of wedlock. It was a situation that might have been made interesting, or at least sympathetic, but neither character (either individually, or as a unit) interested me. The story was made worse by the fact that we went through the same motions regarding the Ghost of St Giles that we had just experienced and the big 'surprise' over the conspiracy from book four, which has a resurgence here, left me cold. Leaving me to wonder.. Why did we need to go back to this? We learned nothing new, not really, and overall I just wasn't interested in anything about this book.. except the thread featuring another character, who, in Hoyt's trademark way, will rise to prominence for book six. I'm very curious about Artemis and naturally it doesn't take a genius to see who she'll be paired up with. Nor what his secret is. There's been quite the trend on these ""big"" reveals and I'm hoping, maybe after book six?, we move on to something new because the revolving door of heroes playing the Ghost of St Giles is getting kind of tired now . Didn't think I'd rate a book lower than the 2.5 (rounded to a three) I'd given to book one after the whole Lazarus and his long silver hair disaster but 'lo and behold this one just didn't work for me. And had it not been so similar to book four I might given it a pass.. but the storyline and thematic repetition made it that much harder to find much of anything to like.",2,history,"['hmm', 'book', 'feel', 'awfully', 'familiar', 'help', 'wonder', 'maybe', 'damn', 'plot', 'thief', 'shadows', 'book', 'maiden', 'lane', 'series', 'oh', 'obviously', 'difference', 'word', 'word', 'ultimately', 'literally', 'conflict', 'new', 'character', 'happen', 'differ', 'backstory', 'convince', 'hoyt', 'story', 'follow', 'winter', 'chronological', 'order', 'like', 'year', 'elapse', 'book', 'previous', 'excuse', 'hold', 'water', 'godric', 'meg', 'compelling', 'character', 'go', 'motion', 'mourn', 'feel', 'guilty', 'dead', 'love', 'navigate', 'strange', 'circumstance', 'marry', 'year', 'early', 'order', 'prevent', 'margaret', 'shame', 'have', 'baby', 'wedlock', 'situation', 'interesting', 'sympathetic', 'character', 'individually', 'unit', 'interest', 'story', 'bad', 'fact', 'go', 'motion', 'ghost', 'st', 'giles', 'experience', 'big_surprise', 'conspiracy', 'book', 'resurgence', 'leave', 'cold', 'leave', 'wonder', 'need', 'learn', 'new', 'overall', 'interested', 'book', 'thread', 'feature', 'character', 'hoyt', 'trademark', 'way', 'rise', 'prominence', 'book', 'curious', 'artemis', 'naturally', 'genius', 'pair', 'secret', 'trend', 'big_reveal', 'hope', 'maybe', 'book', 'new', 'revolve', 'door', 'hero', 'play', 'ghost', 'st', 'giles', 'get', 'kind', 'tired', 'think', 'rate', 'book', 'low', 'round', 'give', 'book', 'lazarus', 'long', 'silver', 'hair', 'disaster', 'lo', 'behold', 'work', 'similar', 'book', 'give', 'pass', 'storyline', 'thematic', 'repetition', 'hard', 'find', 'like']"
195,"Very enjoyable and different from what I've been reading (and it is so nice to switch it up sometimes). Some of the coincidences were stretches for me to believe, but I liked the characters and the wit. I think I should read more in this genre actually and that's a pleasant surprise. I hope James finds his way into future books. I enjoy their interactions and the romance was not too heavy handed though they did kiss at an inconvenient time. I'll try to write a more thorough review over the weekend (though I have a few that need writing)",4,history,"['enjoyable', 'different', 'read', 'nice', 'switch', 'coincidence', 'stretch', 'believe', 'like', 'character', 'wit', 'think', 'read', 'genre', 'actually', 'pleasant', 'surprise', 'hope', 'james', 'find', 'way', 'future', 'book', 'enjoy', 'interaction', 'romance', 'heavy', 'handed', 'kiss', 'inconvenient', 'time', 'try', 'write', 'thorough', 'review', 'weekend', 'need', 'write']"
196,"I really enjoyed this - would make a good movie, and the ending was surprisingly satisfying. Though I could have done without the super-depressing coda about Frederick .",4,history,"['enjoy', 'good', 'movie', 'ending', 'surprisingly', 'satisfying', 'super', 'depressing', 'coda', 'frederick']"
197,"Entertaining light read. As seems to be common with the Essex sisters books, a great deal of time is spent checking in on various sisters - in this one (as the last), on Imogen, which is interesting and well-written but does take a lot of the emotional energy away from the romance we're reading about and put it into the romance we will be reading next. Imogen is busy swanning around and making everything about her - and the author is kind of doing the same. I also didn't love the plotline surrounding Rosy. It was cliched and really sad and far too easily resolved to feel realistic in the same way that the rest of the book feels realistic. And yes, this book, like many romance novels, is not really realistic - four sisters with horses for dowries have romances with handsome, eligible, wealthy peers! - but the emotions, and the emotional resolutions, feel realistic. The characters feel like real people, even if the plots don't seem like anything that would ever actually happen. Rosy, and what happened to her, and what happens to her, is straight out of a Gothic romance from the 1970s, and this kind of glib use of trauma to a minor character, and ""solution"" to same, is discomfiting.",3,history,"['entertaining', 'light', 'read', 'common', 'essex', 'sister', 'book', 'great', 'deal', 'time', 'spend', 'check', 'sister', 'imogen', 'interesting', 'write', 'lot', 'emotional', 'energy', 'away', 'romance', 'read', 'romance', 'read', 'imogen', 'busy', 'swanne', 'make', 'author', 'kind', 'love', 'plotline', 'surround', 'rosy', 'cliched', 'sad', 'far', 'easily', 'resolve', 'feel', 'realistic', 'way', 'rest', 'book', 'feel', 'realistic', 'yes', 'book', 'like', 'romance', 'novel', 'realistic', 'sister', 'horse', 'dowry', 'romance', 'handsome', 'eligible', 'wealthy', 'peer', 'emotion', 'emotional', 'resolution', 'feel', 'realistic', 'character', 'feel', 'like', 'real', 'people', 'plot', 'like', 'actually', 'happen', 'rosy', 'happen', 'happen', 'straight', 'gothic', 'romance', 'kind', 'glib', 'use', 'trauma', 'minor_character', 'solution', 'discomfiting']"
198,"Initially I was very unimpressed with how the author using Death as an narrator because I thought it was cheap and gimmicky, but it worked. Overall an interesting book though I would have expected the main character to have stolen more books considering the title of the book. I nearly ragequit when nearly everybody dies at the end.",3,history,"['initially', 'unimpressed', 'author', 'death', 'narrator', 'think', 'cheap', 'gimmicky', 'work', 'overall', 'interesting', 'book', 'expect', 'main_character', 'steal', 'book', 'consider', 'title', 'book', 'nearly', 'ragequit', 'nearly', 'everybody', 'die', 'end']"
